Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
regulation of transmembrane transport (GO:0034762)	412	2	2.04	-	.98	1.0	1.0	GO:0034762
localization (GO:0051179)	4565	22	22.63	-	.97	1.0	1.0	GO:0051179
transport (GO:0006810)	3735	18	18.51	-	.97	1.0	1.0	GO:0006810
chromatin organization (GO:0006325)	832	4	4.12	-	.97	1.0	1.0	GO:0006325
mRNA metabolic process (GO:0016071)	625	3	3.1	-	.97	1.0	1.0	GO:0016071
regulation of cellular component biogenesis (GO:0044087)	1045	5	5.18	-	.97	1.0	1.0	GO:0044087
intracellular transport (GO:0046907)	1254	6	6.22	-	.97	1.0	1.0	GO:0046907
regulation of catabolic process (GO:0009894)	1048	5	5.19	-	.96	1.0	1.0	GO:0009894
animal organ development (GO:0048513)	2935	14	14.55	-	.96	1.0	1.0	GO:0048513
post-translational protein modification (GO:0043687)	840	4	4.16	-	.96	1.0	1.0	GO:0043687
macromolecule biosynthetic process (GO:0009059)	2945	14	14.6	-	.96	1.0	1.0	GO:0009059
biological regulation (GO:0065007)	12243	58	60.68	-	.96	0.614	1.0	GO:0065007
developmental process involved in reproduction (GO:0003006)	1056	5	5.23	-	.96	1.0	1.0	GO:0003006
negative regulation of gene expression (GO:0010629)	1056	5	5.23	-	.96	1.0	1.0	GO:0010629
regulation of protein metabolic process (GO:0051246)	1479	7	7.33	-	.95	1.0	1.0	GO:0051246
positive regulation of DNA-templated transcription (GO:0045893)	1691	8	8.38	-	.95	1.0	1.0	GO:0045893
regulation of biological process (GO:0050789)	11842	56	58.69	-	.95	0.616	1.0	GO:0050789
response to xenobiotic stimulus (GO:0009410)	423	2	2.1	-	.95	1.0	1.0	GO:0009410
positive regulation of RNA biosynthetic process (GO:1902680)	1693	8	8.39	-	.95	1.0	1.0	GO:1902680
biosynthetic process (GO:0009058)	4024	19	19.94	-	.95	0.901	1.0	GO:0009058
response to cytokine (GO:0034097)	848	4	4.2	-	.95	1.0	1.0	GO:0034097
response to stimulus (GO:0050896)	8315	39	41.21	-	.95	0.687	1.0	GO:0050896
positive regulation of transport (GO:0051050)	853	4	4.23	-	.95	1.0	1.0	GO:0051050
cellular component biogenesis (GO:0044085)	2774	13	13.75	-	.95	1.0	1.0	GO:0044085
regulation of protein-containing complex assembly (GO:0043254)	427	2	2.12	-	.95	1.0	1.0	GO:0043254
positive regulation of macromolecule biosynthetic process (GO:0010557)	2567	12	12.72	-	.94	1.0	1.0	GO:0010557
nucleic acid biosynthetic process (GO:0141187)	1504	7	7.45	-	.94	1.0	1.0	GO:0141187
negative regulation of biological process (GO:0048519)	5381	25	26.67	-	.94	0.821	1.0	GO:0048519
amide metabolic process (GO:0043603)	431	2	2.14	-	.94	1.0	1.0	GO:0043603
response to peptide (GO:1901652)	865	4	4.29	-	.93	1.0	1.0	GO:1901652
regulation of cell activation (GO:0050865)	649	3	3.22	-	.93	1.0	1.0	GO:0050865
transmembrane transport (GO:0055085)	1299	6	6.44	-	.93	1.0	1.0	GO:0055085
leukocyte differentiation (GO:0002521)	438	2	2.17	-	.92	1.0	1.0	GO:0002521
establishment of localization (GO:0051234)	3962	18	19.64	-	.92	0.801	1.0	GO:0051234
cellular component organization (GO:0016043)	5732	26	28.41	-	.92	0.659	1.0	GO:0016043
regulation of transcription by RNA polymerase II (GO:0006357)	2649	12	13.13	-	.91	0.882	1.0	GO:0006357
positive regulation of cell development (GO:0010720)	443	2	2.2	-	.91	1.0	1.0	GO:0010720
sexual reproduction (GO:0019953)	1108	5	5.49	-	.91	1.0	1.0	GO:0019953
metal ion transport (GO:0030001)	665	3	3.3	-	.91	1.0	1.0	GO:0030001
positive regulation of nucleobase-containing compound metabolic process (GO:0045935)	2006	9	9.94	-	.91	0.868	1.0	GO:0045935
negative regulation of cellular process (GO:0048523)	5145	23	25.5	-	.90	0.647	1.0	GO:0048523
regulation of cellular process (GO:0050794)	11414	51	56.57	-	.90	0.273	1.0	GO:0050794
positive regulation of biosynthetic process (GO:0009891)	2688	12	13.32	-	.90	0.883	1.0	GO:0009891
positive regulation of macromolecule metabolic process (GO:0010604)	3136	14	15.54	-	.90	0.783	1.0	GO:0010604
regulation of localization (GO:0032879)	2019	9	10.01	-	.90	0.868	1.0	GO:0032879
RNA metabolic process (GO:0016070)	1572	7	7.79	-	.90	1.0	1.0	GO:0016070
protein modification by small protein conjugation (GO:0032446)	678	3	3.36	-	.89	1.0	1.0	GO:0032446
multicellular organism development (GO:0007275)	4074	18	20.19	-	.89	0.708	1.0	GO:0007275
positive regulation of RNA metabolic process (GO:0051254)	1816	8	9.0	-	.89	0.862	1.0	GO:0051254
regulation of protein localization (GO:0032880)	910	4	4.51	-	.89	1.0	1.0	GO:0032880
organelle assembly (GO:0070925)	910	4	4.51	-	.89	1.0	1.0	GO:0070925
positive regulation of cell communication (GO:0010647)	1822	8	9.03	-	.89	0.862	1.0	GO:0010647
positive regulation of signaling (GO:0023056)	1823	8	9.04	-	.89	0.862	1.0	GO:0023056
regulation of macromolecule metabolic process (GO:0060255)	5699	25	28.25	-	.89	0.508	1.0	GO:0060255
regulation of macromolecule biosynthetic process (GO:0010556)	5019	22	24.88	-	.88	0.564	1.0	GO:0010556
cellular component organization or biogenesis (GO:0071840)	5942	26	29.45	-	.88	0.512	1.0	GO:0071840
positive regulation of intracellular signal transduction (GO:1902533)	1145	5	5.67	-	.88	1.0	1.0	GO:1902533
response to abiotic stimulus (GO:0009628)	1146	5	5.68	-	.88	1.0	1.0	GO:0009628
regulation of transport (GO:0051049)	1605	7	7.95	-	.88	0.854	1.0	GO:0051049
positive regulation of metabolic process (GO:0009893)	3467	15	17.18	-	.87	0.69	1.0	GO:0009893
positive regulation of signal transduction (GO:0009967)	1619	7	8.02	-	.87	0.854	1.0	GO:0009967
chordate embryonic development (GO:0043009)	698	3	3.46	-	.87	1.0	1.0	GO:0043009
gene expression (GO:0010467)	2566	11	12.72	-	.86	0.763	1.0	GO:0010467
regulation of gene expression (GO:0010468)	4913	21	24.35	-	.86	0.486	1.0	GO:0010468
cellular homeostasis (GO:0019725)	703	3	3.48	-	.86	1.0	1.0	GO:0019725
growth (GO:0040007)	469	2	2.32	-	.86	1.0	1.0	GO:0040007
developmental growth (GO:0048589)	469	2	2.32	-	.86	1.0	1.0	GO:0048589
embryonic organ development (GO:0048568)	471	2	2.33	-	.86	1.0	1.0	GO:0048568
Unclassified (UNCLASSIFIED)	2827	12	14.01	-	.86	0.666	1.0	UNCLASSIFIED
protein localization to organelle (GO:0033365)	707	3	3.5	-	.86	1.0	1.0	GO:0033365
chemical homeostasis (GO:0048878)	946	4	4.69	-	.85	1.0	1.0	GO:0048878
regulation of biosynthetic process (GO:0009889)	5204	22	25.79	-	.85	0.426	1.0	GO:0009889
establishment of localization in cell (GO:0051649)	1662	7	8.24	-	.85	0.855	1.0	GO:0051649
response to stress (GO:0006950)	3577	15	17.73	-	.85	0.6	1.0	GO:0006950
cellular response to stress (GO:0033554)	1670	7	8.28	-	.85	0.855	1.0	GO:0033554
embryo development ending in birth or egg hatching (GO:0009792)	717	3	3.55	-	.84	1.0	1.0	GO:0009792
positive regulation of gene expression (GO:0010628)	1197	5	5.93	-	.84	1.0	1.0	GO:0010628
positive regulation of molecular function (GO:0044093)	480	2	2.38	-	.84	1.0	1.0	GO:0044093
regulation of metabolic process (GO:0019222)	6255	26	31.0	-	.84	0.331	1.0	GO:0019222
neuron projection development (GO:0031175)	729	3	3.61	-	.83	1.0	1.0	GO:0031175
small molecule biosynthetic process (GO:0044283)	489	2	2.42	-	.83	1.0	1.0	GO:0044283
nucleic acid metabolic process (GO:0090304)	2201	9	10.91	-	.83	0.632	1.0	GO:0090304
system development (GO:0048731)	3670	15	18.19	-	.82	0.516	1.0	GO:0048731
regulation of apoptotic process (GO:0042981)	1478	6	7.33	-	.82	0.846	1.0	GO:0042981
cellular localization (GO:0051641)	2008	8	9.95	-	.80	0.617	1.0	GO:0051641
regulation of intracellular signal transduction (GO:1902531)	2034	8	10.08	-	.79	0.618	1.0	GO:1902531
regulation of anatomical structure size (GO:0090066)	509	2	2.52	-	.79	1.0	1.0	GO:0090066
regulation of programmed cell death (GO:0043067)	1534	6	7.6	-	.79	0.705	1.0	GO:0043067
homeostatic process (GO:0042592)	1539	6	7.63	-	.79	0.705	1.0	GO:0042592
response to nitrogen compound (GO:1901698)	1028	4	5.1	-	.79	0.82	1.0	GO:1901698
positive regulation of response to stimulus (GO:0048584)	2316	9	11.48	-	.78	0.531	1.0	GO:0048584
regulation of primary metabolic process (GO:0080090)	5163	20	25.59	-	.78	0.252	1.0	GO:0080090
cell activation (GO:0001775)	776	3	3.85	-	.78	1.0	1.0	GO:0001775
regulation of response to stimulus (GO:0048583)	4142	16	20.53	-	.78	0.321	1.0	GO:0048583
regulation of signal transduction (GO:0009966)	3130	12	15.51	-	.77	0.407	1.0	GO:0009966
protein modification by small protein conjugation or removal (GO:0070647)	789	3	3.91	-	.77	1.0	1.0	GO:0070647
regulation of nucleobase-containing compound metabolic process (GO:0019219)	3962	15	19.64	-	.76	0.313	1.0	GO:0019219
positive regulation of catabolic process (GO:0009896)	535	2	2.65	-	.75	1.0	1.0	GO:0009896
embryo development (GO:0009790)	1087	4	5.39	-	.74	0.822	1.0	GO:0009790
regulation of signaling (GO:0023051)	3579	13	17.74	-	.73	0.24	1.0	GO:0023051
regulation of cell communication (GO:0010646)	3583	13	17.76	-	.73	0.24	1.0	GO:0010646
regulation of cell development (GO:0060284)	831	3	4.12	-	.73	0.801	1.0	GO:0060284
protein transport (GO:0015031)	1110	4	5.5	-	.73	0.662	1.0	GO:0015031
regulation of RNA metabolic process (GO:0051252)	3659	13	18.13	-	.72	0.241	1.0	GO:0051252
regulation of DNA-templated transcription (GO:0006355)	3382	12	16.76	-	.72	0.229	1.0	GO:0006355
regulation of RNA biosynthetic process (GO:2001141)	3394	12	16.82	-	.71	0.229	1.0	GO:2001141
regulation of phosphate metabolic process (GO:0019220)	568	2	2.82	-	.71	1.0	1.0	GO:0019220
regulation of phosphorus metabolic process (GO:0051174)	569	2	2.82	-	.71	1.0	1.0	GO:0051174
cell junction organization (GO:0034330)	574	2	2.84	-	.70	1.0	1.0	GO:0034330
gamete generation (GO:0007276)	863	3	4.28	-	.70	0.802	1.0	GO:0007276
neuron differentiation (GO:0030182)	1156	4	5.73	-	.70	0.664	1.0	GO:0030182
heart development (GO:0007507)	579	2	2.87	-	.70	1.0	1.0	GO:0007507
regulation of secretion by cell (GO:1903530)	584	2	2.89	-	.69	1.0	1.0	GO:1903530
lipid biosynthetic process (GO:0008610)	596	2	2.95	-	.68	1.0	1.0	GO:0008610
regulation of growth (GO:0040008)	605	2	3.0	-	.67	0.772	1.0	GO:0040008
neuron development (GO:0048666)	916	3	4.54	-	.66	0.631	1.0	GO:0048666
cell surface receptor signaling pathway (GO:0007166)	2155	7	10.68	-	.66	0.328	1.0	GO:0007166
generation of neurons (GO:0048699)	1235	4	6.12	-	.65	0.529	1.0	GO:0048699
nitrogen compound transport (GO:0071705)	1546	5	7.66	-	.65	0.448	1.0	GO:0071705
regulation of protein modification process (GO:0031399)	621	2	3.08	-	.65	0.772	1.0	GO:0031399
negative regulation of developmental process (GO:0051093)	946	3	4.69	-	.64	0.633	1.0	GO:0051093
regulation of secretion (GO:0051046)	637	2	3.16	-	.63	0.773	1.0	GO:0051046
regulation of plasma membrane bounded cell projection organization (GO:0120035)	644	2	3.19	-	.63	0.773	1.0	GO:0120035
regulation of cell projection organization (GO:0031344)	662	2	3.28	-	.61	0.775	1.0	GO:0031344
establishment of protein localization (GO:0045184)	1325	4	6.57	-	.61	0.416	1.0	GO:0045184
regulation of immune system process (GO:0002682)	1661	5	8.23	-	.61	0.358	1.0	GO:0002682
response to external stimulus (GO:0009605)	2003	6	9.93	-	.60	0.24	1.0	GO:0009605
multicellular organismal reproductive process (GO:0048609)	1014	3	5.03	-	.60	0.491	1.0	GO:0048609
spermatogenesis (GO:0007283)	680	2	3.37	-	.59	0.777	1.0	GO:0007283
negative regulation of cell differentiation (GO:0045596)	685	2	3.4	-	.59	0.778	1.0	GO:0045596
regulation of immune response (GO:0050776)	1033	3	5.12	-	.59	0.492	1.0	GO:0050776
male gamete generation (GO:0048232)	698	2	3.46	-	.58	0.588	1.0	GO:0048232
response to bacterium (GO:0009617)	704	2	3.49	-	.57	0.588	1.0	GO:0009617
central nervous system development (GO:0007417)	1057	3	5.24	-	.57	0.495	1.0	GO:0007417
negative regulation of response to stimulus (GO:0048585)	1768	5	8.76	-	.57	0.216	1.0	GO:0048585
negative regulation of cellular component organization (GO:0051129)	709	2	3.51	-	.57	0.588	1.0	GO:0051129
neurogenesis (GO:0022008)	1433	4	7.1	-	.56	0.326	1.0	GO:0022008
DNA metabolic process (GO:0006259)	757	2	3.75	-	.53	0.592	1.0	GO:0006259
brain development (GO:0007420)	761	2	3.77	-	.53	0.593	1.0	GO:0007420
defense response (GO:0006952)	1527	4	7.57	-	.53	0.252	1.0	GO:0006952
nervous system development (GO:0007399)	2307	6	11.43	-	.52	0.113	1.0	GO:0007399
positive regulation of protein metabolic process (GO:0051247)	788	2	3.91	-	.51	0.442	1.0	GO:0051247
head development (GO:0060322)	812	2	4.02	-	.50	0.443	1.0	GO:0060322
DNA damage response (GO:0006974)	817	2	4.05	-	.49	0.443	1.0	GO:0006974
negative regulation of apoptotic process (GO:0043066)	901	2	4.47	-	.45	0.33	1.0	GO:0043066
negative regulation of programmed cell death (GO:0043069)	939	2	4.65	-	.43	0.334	1.0	GO:0043069
negative regulation of signal transduction (GO:0009968)	1423	3	7.05	-	.43	0.166	1.0	GO:0009968
animal organ morphogenesis (GO:0009887)	995	2	4.93	-	.41	0.244	1.0	GO:0009887
negative regulation of cell communication (GO:0010648)	1518	3	7.52	-	.40	0.0884	1.0	GO:0010648
negative regulation of signaling (GO:0023057)	1518	3	7.52	-	.40	0.0884	1.0	GO:0023057
apoptotic process (GO:0006915)	1076	2	5.33	-	.38	0.179	1.0	GO:0006915
biological process involved in interspecies interaction between organisms (GO:0044419)	1627	3	8.06	-	.37	0.0645	1.0	GO:0044419
programmed cell death (GO:0012501)	1123	2	5.57	-	.36	0.183	1.0	GO:0012501
cell death (GO:0008219)	1128	2	5.59	-	.36	0.184	1.0	GO:0008219
immune response (GO:0006955)	1753	3	8.69	-	.35	0.0476	1.0	GO:0006955
immune system process (GO:0002376)	2436	4	12.07	-	.33	0.00856	1.0	GO:0002376
response to other organism (GO:0051707)	1457	2	7.22	-	.28	0.0492	1.0	GO:0051707
response to external biotic stimulus (GO:0043207)	1460	2	7.24	-	.28	0.0493	1.0	GO:0043207
response to biotic stimulus (GO:0009607)	1507	2	7.47	-	.27	0.034	1.0	GO:0009607
