Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	GOID	Count
Wnt Signaling Pathway (GO:0016055)	2/83	0.2015788294152306	0.3960020080082315	0	0	2.4590347923681257	3.938328060173813	PLCG2;CTNNB1	GO:0016055	2
Negative Regulation of Protein Phosphorylation (GO:0001933)	2/83	0.2015788294152306	0.3960020080082315	0	0	2.4590347923681257	3.938328060173813	PTEN;INSM1	GO:0001933	2
Positive Regulation of Apoptotic Process (GO:0043065)	5/313	0.2050398128709369	0.3960020080082315	0	0	1.6227106227106227	2.5712679177325923	ITGB1;CASP4;CTNNB1;SEPTIN4;CCAR1	GO:0043065	5
Cytoskeleton-Dependent Cytokinesis (GO:0061640)	2/84	0.2052250792916977	0.3960020080082315	0	0	2.4289233801428924	3.84655954231675	EXOC5;SEPTIN4	GO:0061640	2
Positive Regulation of Synaptic Transmission (GO:0050806)	2/84	0.2052250792916977	0.3960020080082315	0	0	2.4289233801428924	3.84655954231675	GRIN2A;CAMK2A	GO:0050806	2
Regulation of Cell Division (GO:0051302)	2/85	0.2088785730572049	0.3997382496757096	0	0	2.3995375441158573	3.7576810395091074	HTR2B;SGF29	GO:0051302	2
Protein Maturation (GO:0051604)	3/158	0.2104964360637212	0.3997382496757096	0	0	1.930080235794989	3.007618085016947	CASP4;CIAO2A;KLK11	GO:0051604	3
Epithelium Development (GO:0060429)	3/159	0.2130886861186362	0.3997382496757096	0	0	1.9176103084732523	2.9647153446790657	INTU;KRT39;MEOX1	GO:0060429	3
Regulation of Cellular Component Organization (GO:0051128)	3/159	0.2130886861186362	0.3997382496757096	0	0	1.9176103084732523	2.9647153446790657	APOE;INSM1;PAPPA2	GO:0051128	3
Regulation of Cell Cycle (GO:0051726)	5/318	0.2139096622078524	0.3997382496757096	0	0	1.5963791267305645	2.461938271523273	NEK9;SGF29;INSM1;KIF20B;MAGEA4	GO:0051726	5
Positive Regulation of Biosynthetic Process (GO:0009891)	2/87	0.2162052764803214	0.4019752816367198	0	0	2.342840166369578	3.588122897733772	PLCG2;APOE	GO:0009891	2
Sodium Ion Transmembrane Transport (GO:0035725)	2/87	0.2162052764803214	0.4019752816367198	0	0	2.342840166369578	3.588122897733772	GRIN2A;KCNK1	GO:0035725	2
Regulation of Endothelial Cell Migration (GO:0010594)	2/88	0.2198775013707891	0.4041747906273614	0	0	2.315480385247827	3.5072227118932733	APOE;NR2F2	GO:0010594	2
Positive Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060)	2/88	0.2198775013707891	0.4041747906273614	0	0	2.315480385247827	3.5072227118932733	PTEN;HAMP	GO:2000060	2
Nuclear-Transcribed mRNA Catabolic Process (GO:0000956)	2/89	0.2235550003741977	0.4059364468532773	0	0	2.2887495646116336	3.428770706989903	CNOT6L;PATL1	GO:0000956	2
Regulation of Protein Localization to Plasma Membrane (GO:1903076)	2/90	0.2272373036176318	0.4087767182961369	0	0	2.2626262626262625	3.352670034774279	ITGB1;CAMK2A	GO:1903076	2
Protein Dephosphorylation (GO:0006470)	2/90	0.2272373036176318	0.4087767182961369	0	0	2.2626262626262625	3.352670034774279	PTEN;PHPT1	GO:0006470	2
Regulation of Epithelial to Mesenchymal Transition (GO:0010717)	2/91	0.2309239500321694	0.4092323165127053	0	0	2.237090001134945	3.2788286401533377	PTEN;CTNNB1	GO:0010717	2
Calcium-Mediated Signaling (GO:0019722)	2/91	0.2309239500321694	0.4092323165127053	0	0	2.237090001134945	3.2788286401533377	HTR2B;PLCG2	GO:0019722	2
Regulation of Osteoblast Differentiation (GO:0045667)	2/92	0.234614487227205	0.4125265285427611	0	0	2.212121212121212	3.2071589757618537	PTEN;ACVR2A	GO:0045667	2
Glucose Homeostasis (GO:0042593)	2/92	0.234614487227205	0.4125265285427611	0	0	2.212121212121212	3.2071589757618537	OBP2A;GCG	GO:0042593	2
Positive Regulation of Programmed Cell Death (GO:0043068)	4/248	0.2368849337788329	0.4125265285427611	0	0	1.6356641017062563	2.3556519809219347	ITGB1;CTNNB1;SEPTIN4;CCAR1	GO:0043068	4
Positive Regulation of Phosphorylation (GO:0042327)	2/94	0.2420054666899618	0.4190173524968406	0	0	2.163812033377251	3.070005614813883	RSPO1;ACVR2A	GO:0042327	2
Sodium Ion Transport (GO:0006814)	2/96	0.2494067909928498	0.4236112931103342	0	0	2.117558564367075	2.9405900871231445	GRIN2A;KCNK1	GO:0006814	2
Regulation of Actin Filament-Based Process (GO:0032970)	2/96	0.2494067909928498	0.4236112931103342	0	0	2.117558564367075	2.9405900871231445	F11R;OR2A4	GO:0032970	2
Membrane Organization (GO:0061024)	3/173	0.2500255183536518	0.4236112931103342	0	0	1.7584353538369664	2.437529535077044	REEP4;EXOC5;LMNB1	GO:0061024	3
Regulation of Organelle Organization (GO:0033043)	2/97	0.253110289845866	0.4236112931103342	0	0	2.095162147793727	2.878606039624586	MAVS;F11R	GO:0033043	2
Regulation of Protein Localization (GO:0032880)	2/97	0.253110289845866	0.4236112931103342	0	0	2.095162147793727	2.878606039624586	RABGAP1L;CTNNB1	GO:0032880	2
Inorganic Cation Import Across Plasma Membrane (GO:0098659)	2/97	0.253110289845866	0.4236112931103342	0	0	2.095162147793727	2.878606039624586	CACNA1F;KCNJ3	GO:0098659	2
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	5/340	0.2542694543406846	0.4236112931103342	0	0	1.4898584003061617	2.0401535872355945	KBTBD3;PSMA3;FBXO2;CTNNB1;KBTBD8	GO:0043161	5
Cellular Response to Transforming Growth Factor Beta Stimulus (GO:0071560)	2/98	0.2568151396703299	0.4236112931103342	0	0	2.073232323232323	2.818349436543183	ITGB1;GDF9	GO:0071560	2
Positive Regulation of Hydrolase Activity (GO:0051345)	2/98	0.2568151396703299	0.4236112931103342	0	0	2.073232323232323	2.818349436543183	ITGB1;CHP2	GO:0051345	2
Positive Regulation of Protein Modification Process (GO:0031401)	2/98	0.2568151396703299	0.4236112931103342	0	0	2.073232323232323	2.818349436543183	RSPO1;ACVR2A	GO:0031401	2
Positive Regulation of Supramolecular Fiber Organization (GO:1902905)	2/98	0.2568151396703299	0.4236112931103342	0	0	2.073232323232323	2.818349436543183	PSRC1;APOE	GO:1902905	2
Regulation of Protein Secretion (GO:0050708)	2/99	0.2605209452628556	0.4236112931103342	0	0	2.0517546600020826	2.7597577787968723	GCG;APOE	GO:0050708	2
Positive Regulation of Neuron Projection Development (GO:0010976)	2/99	0.2605209452628556	0.4236112931103342	0	0	2.0517546600020826	2.7597577787968723	DDR1;APOE	GO:0010976	2
Positive Regulation of Protein Catabolic Process (GO:0045732)	2/99	0.2605209452628556	0.4236112931103342	0	0	2.0517546600020826	2.7597577787968723	NSF;APOE	GO:0045732	2
Sensory Perception of Light Stimulus (GO:0050953)	2/101	0.2679338809157927	0.4257746121249827	0	0	2.01010101010101	2.647333266062948	DNAJC19;CACNA1F	GO:0050953	2
Visual Perception (GO:0007601)	2/101	0.2679338809157927	0.4257746121249827	0	0	2.01010101010101	2.647333266062948	DNAJC19;CACNA1F	GO:0007601	2
Hemopoiesis (GO:0030097)	2/101	0.2679338809157927	0.4257746121249827	0	0	2.01010101010101	2.647333266062948	FUT10;FSTL3	GO:0030097	2
Recombinational Repair (GO:0000725)	2/101	0.2679338809157927	0.4257746121249827	0	0	2.01010101010101	2.647333266062948	HELQ;ERCC5	GO:0000725	2
Metal Ion Transport (GO:0030001)	3/180	0.2688479130500232	0.4267427191270209	0	0	1.688290458573518	2.2177542809123287	CAMK2A;KCNK1;KCNJ3	GO:0030001	3
Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200)	2/102	0.2716402584331571	0.4285665576016811	0	0	1.9898989898989896	2.593388923930461	ANO1;HTR2B	GO:0007200	2
Regulation of Apoptotic Process (GO:0042981)	9/704	0.2731808042072979	0.4285665576016811	0	0	1.29530302459603	1.6808129456228544	ITGB1;HTR2B;CTNNB1;GCG;ERCC5;SEPTIN4;CCAR1;MAGEA4;MTDH	GO:0042981	9
Regulation of Actin Cytoskeleton Organization (GO:0032956)	2/104	0.2790510068326582	0.432630094644732	0	0	1.95068330362448	2.4897754945672688	F11R;OR2A4	GO:0032956	2
Intracellular Signaling Cassette (GO:0141124)	5/354	0.2808767047611167	0.432630094644732	0	0	1.4290647270589965	1.8146828085081488	MEF2A;CHUK;PLCG2;HTR2B;PTEN	GO:0141124	5
Calcium Ion Homeostasis (GO:0055074)	2/105	0.2827546689999499	0.432630094644732	0	0	1.931646562714524	2.440008904942008	EDN3;HTR2B	GO:0055074	2
Organic Anion Transport (GO:0015711)	2/105	0.2827546689999499	0.432630094644732	0	0	1.931646562714524	2.440008904942008	CA4;CFTR	GO:0015711	2
Positive Regulation of Protein-Containing Complex Assembly (GO:0031334)	2/105	0.2827546689999499	0.432630094644732	0	0	1.931646562714524	2.440008904942008	MAVS;PLCG2	GO:0031334	2
Cell-Matrix Adhesion (GO:0007160)	2/107	0.290156850388619	0.4391563141016937	0	0	1.8946608946608947	2.344327659095108	DDR1;ITGB1	GO:0007160	2
Dephosphorylation (GO:0016311)	2/107	0.290156850388619	0.4391563141016937	0	0	1.8946608946608947	2.344327659095108	PTEN;PHPT1	GO:0016311	2
Protein Catabolic Process (GO:0030163)	2/107	0.290156850388619	0.4391563141016937	0	0	1.8946608946608947	2.344327659095108	NEU2;FBXO2	GO:0030163	2
Positive Regulation of DNA Metabolic Process (GO:0051054)	2/108	0.2938547028204486	0.440581928159919	0	0	1.8766914427291783	2.298327412458919	DHX9;CDC25A	GO:0051054	2
Positive Regulation of Translation (GO:0045727)	2/108	0.2938547028204486	0.440581928159919	0	0	1.8766914427291783	2.298327412458919	RPS4X;DHX9	GO:0045727	2
Positive Regulation of MAPK Cascade (GO:0043410)	5/362	0.2963261133964657	0.440581928159919	0	0	1.39646627881922	1.6985145290126646	EDN3;IL26;PLCG2;HTR2B;APOE	GO:0043410	5
Positive Regulation of Vasculature Development (GO:1904018)	2/109	0.2975499631159602	0.4412817249601105	0	0	1.8590578684036627	2.2534999856206213	ITGB1;MTDH	GO:1904018	2
Glycerophospholipid Biosynthetic Process (GO:0046474)	2/110	0.3012423146906411	0.4442289556191298	0	0	1.8417508417508417	2.209806893363538	PLCG2;PTEN	GO:0046474	2
Protein Modification Process (GO:0036211)	7/545	0.3044570652854429	0.4442289556191298	0	0	1.2985534603309128	1.5442725017909789	LIAT1;FBXO2;FUT10;MGAT4A;CAMK2A;PTEN;PHPT1	GO:0036211	7
Negative Regulation of Developmental Process (GO:0051093)	2/111	0.3049314473928455	0.4442289556191298	0	0	1.8247613752200909	2.167211222684004	BICRAL;APOE	GO:0051093	2
Positive Regulation of Cellular Component Organization (GO:0051130)	2/111	0.3049314473928455	0.4442289556191298	0	0	1.8247613752200909	2.167211222684004	HAS3;APOE	GO:0051130	2
Regulation of Cellular Response to Stress (GO:0080135)	2/111	0.3049314473928455	0.4442289556191298	0	0	1.8247613752200909	2.167211222684004	ENY2;SGF29	GO:0080135	2
Protein Ubiquitination (GO:0016567)	5/369	0.3099607146035578	0.4494788863133425	0	0	1.3691180614257537	1.603661288546278	FBXO2;HLTF;CTNNB1;KBTBD8;CCAR1	GO:0016567	5
Regulation of Protein Ubiquitination (GO:0031396)	2/113	0.3122988478346994	0.4503807357473418	0	0	1.7917007917007917	2.0851718925161022	CTNNB1;SEPTIN4	GO:0031396	2
Mitotic Cell Cycle Phase Transition (GO:0044772)	2/113	0.3122988478346994	0.4503807357473418	0	0	1.7917007917007917	2.0851718925161022	CAMK2A;CDC25A	GO:0044772	2
Endomembrane System Organization (GO:0010256)	3/196	0.3123712102933349	0.4503807357473418	0	0	1.547066095052734	1.8001089005066375	REEP4;GOLGA8K;LMNB1	GO:0010256	3
Proteasomal Protein Catabolic Process (GO:0010498)	5/372	0.315832135806365	0.4510775605777757	0	0	1.3577167609865155	1.5648288799965713	KBTBD3;PSMA3;FBXO2;CTNNB1;KBTBD8	GO:0010498	5
Double-Strand Break Repair via Homologous Recombination (GO:0000724)	2/114	0.3159765270928876	0.4510775605777757	0	0	1.7756132756132756	2.045661592448686	HELQ;ERCC5	GO:0000724	2
Negative Regulation of Growth (GO:0045926)	2/115	0.3196498104363898	0.4529450755171515	0	0	1.759810494323769	2.007115298893896	PSRC1;ESR2	GO:0045926	2
Positive Regulation of Cell Projection Organization (GO:0031346)	2/115	0.3196498104363898	0.4529450755171515	0	0	1.759810494323769	2.007115298893896	DDR1;APOE	GO:0031346	2
Transcription by RNA Polymerase II (GO:0006366)	3/200	0.3233044834418361	0.4538791395411791	0	0	1.5153443788811871	1.711067359910169	NCOA2;HLTF;GTF2H4	GO:0006366	3
Regulation of DNA Metabolic Process (GO:0051052)	2/116	0.3233184189046689	0.4538791395411791	0	0	1.7442849548112709	1.969502884306064	ENY2;SGF29	GO:0051052	2
Cellular Response to Cytokine Stimulus (GO:0071345)	4/289	0.3278125898399777	0.4574044868010406	0	0	1.397422126745435	1.5585633527804632	IL36B;CHUK;CAMK2A;IL18	GO:0071345	4
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	3/202	0.3287725222024483	0.4574044868010406	0	0	1.4999617376221208	1.6685412211987425	GNAL;OR5AN1;GCG	GO:0007188	3
Negative Regulation of Cell Population Proliferation (GO:0008285)	5/379	0.3295861645791215	0.4574044868010406	0	0	1.3318250377073906	1.4782158606541342	IL26;PTEN;CTNNB1;APOE;INSM1	GO:0008285	5
MAPK Cascade (GO:0000165)	2/119	0.3342934948533607	0.4610944756598079	0	0	1.6993006993006994	1.8619848571697335	MEF2A;HTR2B	GO:0000165	2
Neuron Projection Development (GO:0031175)	3/206	0.3397058804892811	0.4644416334814389	0	0	1.4701057737991048	1.587236588244053	PTEN;APOE;KIF20B	GO:0031175	3
Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	2/121	0.3415819885568875	0.4652612817001559	0	0	1.6705712588065529	1.794473428095151	DDR1;ACVR2A	GO:0007167	2
Negative Regulation of Cell Growth (GO:0030308)	2/121	0.3415819885568875	0.4652612817001559	0	0	1.6705712588065529	1.794473428095151	PSRC1;ESR2	GO:0030308	2
Cell Surface Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	4/296	0.3436708228113959	0.4652612817001559	0	0	1.363433044450657	1.4562432818193627	DDR1;GH2;CHRNA3;CHN1	GO:0007169	4
Nervous System Development (GO:0007399)	6/480	0.3483553643267327	0.4664805338878287	0	0	1.2609943886206447	1.3297591343376147	CHRNA3;INTU;FUT10;PTEN;NR2F2;NR2F6	GO:0007399	6
Cellular Response to Molecule of Bacterial Origin (GO:0071219)	2/123	0.3488455825927885	0.4664805338878287	0	0	1.642791551882461	1.73006635039327	IL36B;IL18	GO:0071219	2
Intracellular Monoatomic Cation Homeostasis (GO:0030003)	3/210	0.3506285032775068	0.4664805338878287	0	0	1.4414036636504084	1.5106314149991948	EDN3;HTR2B;HAMP	GO:0030003	3
Regulation of Mitotic Cell Cycle (GO:0007346)	2/124	0.3524674479014492	0.4675795026923947	0	0	1.6292432521940718	1.698969987670421	NEK9;KIF20B	GO:0007346	2
Regulation of Signal Transduction (GO:0009966)	3/211	0.353356509891824	0.4675795026923947	0	0	1.4344006247559546	1.492175109976321	SASH3;INTU;FRMPD1	GO:0009966	3
mRNA Splicing, via Spliceosome (GO:0000398)	3/211	0.353356509891824	0.4675795026923947	0	0	1.4344006247559546	1.492175109976321	NCBP2L;DHX9;HNRNPUL2	GO:0000398	3
Regulation of Angiogenesis (GO:0045765)	3/211	0.353356509891824	0.4675795026923947	0	0	1.4344006247559546	1.492175109976321	ITGB1;CTNNB1;MTDH	GO:0045765	3
Protein Stabilization (GO:0050821)	3/212	0.3560832045873771	0.4697686056272744	0	0	1.4274646005877638	1.4739868919570516	CRTAP;PTEN;GET1	GO:0050821	3
Regulation of Protein-Containing Complex Assembly (GO:0043254)	2/126	0.3596901730363681	0.4715039721450518	0	0	1.6028022157054416	1.638884897548312	APOE;INSM1	GO:0043254	2
Calcium Ion Transport (GO:0006816)	2/126	0.3596901730363681	0.4715039721450518	0	0	1.6028022157054416	1.638884897548312	GRIN2A;CAMK2A	GO:0006816	2
Sensory Perception of Smell (GO:0007608)	3/214	0.3615321644905319	0.4728992684128334	0	0	1.4137897851661174	1.43839575902822	GNAL;OR5AN1;OR2A4	GO:0007608	3
Monocarboxylic Acid Metabolic Process (GO:0032787)	2/127	0.3632905914777368	0.4728992684128334	0	0	1.58989898989899	1.6098557795920132	CYP2J2;MGAT4A	GO:0032787	2
Regulation of Neuron Apoptotic Process (GO:0043523)	2/129	0.3704684745885532	0.4767533241858456	0	0	1.5647021395052891	1.5537287687021244	CASP4;CTNNB1	GO:0043523	2
Regulation of Protein Catabolic Process (GO:0042176)	2/129	0.3704684745885532	0.4767533241858456	0	0	1.5647021395052891	1.5537287687021244	NSF;APOE	GO:0042176	2
Circulatory System Development (GO:0072359)	2/132	0.3811748654446817	0.4877745545309884	0	0	1.5283605283605284	1.4740992128790684	MEF2A;PTEN	GO:0072359	2
Epithelial Cell Differentiation (GO:0030855)	2/132	0.3811748654446817	0.4877745545309884	0	0	1.5283605283605284	1.4740992128790684	KRT39;CTNNB1	GO:0030855	2
Regulation of Cell Growth (GO:0001558)	3/222	0.3832514357029195	0.4877745545309884	0	0	1.3615882066615674	1.3058502524084807	PSRC1;ESR2;PAPPA2	GO:0001558	3
Regulation of ERK1 and ERK2 Cascade (GO:0070372)	3/223	0.3859558274657728	0.4904985347922113	0	0	1.3553299492385786	1.2903179602351238	IL26;HTR2B;APOE	GO:0070372	3
Protein Modification by Small Protein Conjugation (GO:0032446)	4/316	0.3890067047816948	0.4904985347922113	0	0	1.2747252747252746	1.2035429576930754	RANBP2;FBXO2;HLTF;CCAR1	GO:0032446	4
Detection of Chemical Stimulus Involved in Sensory Perception (GO:0050907)	2/135	0.3918041128092912	0.4920137049346455	0	0	1.4936583883952306	1.3995478670313066	OR5AN1;OR2A4	GO:0050907	2
Mitochondrion Organization (GO:0007005)	2/135	0.3918041128092912	0.4920137049346455	0	0	1.4936583883952306	1.3995478670313066	MEF2A;MFN1	GO:0007005	2
Protein Targeting (GO:0006605)	2/136	0.3953292015314795	0.4920137049346455	0	0	1.4824363033318255	1.375754908856019	DNAJC19;FUT10	GO:0006605	2
Proteolysis (GO:0006508)	4/321	0.4002970384626148	0.4969066873202507	0	0	1.2542973025172215	1.1483699026246903	FBXO2;CASP4;CTSE;PAPPA2	GO:0006508	4
Regulation of Autophagy (GO:0010506)	3/230	0.4048047987044199	0.5003533829122163	0	0	1.313066034571435	1.1874716709141928	PIP4K2A;MTDH;ATP6V0A1	GO:0010506	3
Regulation of Cytoskeleton Organization (GO:0051493)	2/139	0.4058480895063414	0.5003533829122163	0	0	1.44975300449753	1.3073529773997317	F11R;OR2A4	GO:0051493	2
Membraneless Organelle Assembly (GO:0140694)	2/139	0.4058480895063414	0.5003533829122163	0	0	1.44975300449753	1.3073529773997317	LIAT1;PATL1	GO:0140694	2
Intracellular Calcium Ion Homeostasis (GO:0006874)	2/140	0.4093350504017323	0.5018117955888137	0	0	1.4391743522178304	1.28550113423387	EDN3;HTR2B	GO:0006874	2
Protein Autophosphorylation (GO:0046777)	2/140	0.4093350504017323	0.5018117955888137	0	0	1.4391743522178304	1.28550113423387	DDR1;CAMK2A	GO:0046777	2
Plasma Membrane Bounded Cell Projection Organization (GO:0120036)	2/141	0.4128120829524558	0.5032351634276914	0	0	1.4287479107622991	1.264102994197814	APOE;PHPT1	GO:0120036	2
Protein Glycosylation (GO:0006486)	2/145	0.4266179815542056	0.5148837708412826	0	0	1.3885003885003886	1.18281672040739	FUT10;MGAT4A	GO:0006486	2
Negative Regulation of Cellular Process (GO:0048523)	6/531	0.4392346921593641	0.5237563449810421	0	0	1.1354933726067746	0.9341947000091928	PSRC1;BICRAL;PTEN;CTNNB1;INSM1;ESR2	GO:0048523	6
Positive Regulation of Cell Migration (GO:0030335)	4/344	0.4516601787428246	0.5328822467641438	0	0	1.1680672268907564	0.9284092658796944	ITGB1;PLCG2;KIF20B;CCAR1	GO:0030335	4
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	2/153	0.4537111701020423	0.5328822467641438	0	0	1.314402301157268	1.0387648733741028	GNAL;OR5AN1	GO:0007189	2
Positive Regulation of Cell Motility (GO:2000147)	3/249	0.4550270635981816	0.5339797896374302	0	0	1.2104741859601338	0.9531254147085364	ITGB1;PHPT1;CCAR1	GO:2000147	3
Negative Regulation of Response to External Stimulus (GO:0032102)	2/154	0.4570468311439537	0.5359008070364616	0	0	1.3056884635832005	1.022314136665567	PTEN;APOE	GO:0032102	2
Regulation of Small GTPase Mediated Signal Transduction (GO:0051056)	2/157	0.4669832454160993	0.5443601528580675	0	0	1.280221570544151	0.9748399482603152	CHN1;DEF6	GO:0051056	2
Cytokine-Mediated Signaling Pathway (GO:0019221)	3/255	0.4705313818887919	0.5466754644351111	0	0	1.1812907904278462	0.8905664127118569	IL36B;CHUK;IL18	GO:0019221	3
Neuron Development (GO:0048666)	2/159	0.4735477497536846	0.548609254270292	0	0	1.263784340217461	0.9446819881327648	APOE;INSM1	GO:0048666	2
Response to Lipopolysaccharide (GO:0032496)	2/161	0.4800635937308939	0.5524148348172053	0	0	1.2477606251191158	0.915652535679826	IL36B;IL18	GO:0032496	2
Regulation of Macromolecule Biosynthetic Process (GO:0010556)	2/170	0.5087658221654249	0.5790830496191828	0	0	1.1803751803751803	0.7976591169854356	EDN3;INSM1	GO:0010556	2
Cell-Cell Adhesion via Plasma-Membrane Adhesion Molecules (GO:0098742)	2/171	0.5118910416934445	0.579811859523319	0	0	1.1733309425617118	0.7857134223531504	ITGB1;PVR	GO:0098742	2
Positive Regulation of Protein Phosphorylation (GO:0001934)	2/171	0.5118910416934445	0.579811859523319	0	0	1.1733309425617118	0.7857134223531504	RSPO1;ACVR2A	GO:0001934	2
Regulation of Cytokine Production (GO:0001817)	2/172	0.5150032547861086	0.5828654459988295	0	0	1.166369578134284	0.7739819254730677	IL26;HTR2B	GO:0001817	2
Negative Regulation of Signal Transduction (GO:0009968)	3/277	0.5255750039599109	0.5924355922253423	0	0	1.0852199044054984	0.6980811277837914	NCOA2;PIP4K2A;FSTL3	GO:0009968	3
Double-Strand Break Repair (GO:0006302)	2/176	0.5273210092073617	0.5939255131860872	0	0	1.1393242772553118	0.729105774961238	HELQ;ERCC5	GO:0006302	2
Neuron Differentiation (GO:0030182)	2/181	0.542419823769602	0.606055669016315	0	0	1.10721742565318	0.6773015017493654	CTNNB1;INSM1	GO:0030182	2
Anterograde Trans-Synaptic Signaling (GO:0098916)	2/189	0.5658777669000009	0.6264785993259313	0	0	1.05941770647653	0.603208270014294	GRIN2A;HTR2B	GO:0098916	2
Regulation of DNA-templated Transcription (GO:0006355)	21/2139	0.5698233428383256	0.6293039060163078	0	0	0.9794261477835632	0.5508575621488012	NCOA2;ENY2;ANHX;DHX9;BICRAL;IFNA2;PRRX2;PASD1;NR2F2;SGF29;MEOX1;ESR2;MTDH;FSTL3;HOXA10;PSRC1;SALL3;HAS3;CTNNB1;APOE;ANKRD2	GO:0006355	21
Generation of Neurons (GO:0048699)	2/192	0.5744500370339674	0.6305787963399764	0	0	1.0425305688463584	0.5779186403259151	SEPTIN4;INSM1	GO:0048699	2
Regulation of Gene Expression (GO:0010468)	11/1127	0.5769465334712409	0.6320228066195128	0	0	0.9743983614951356	0.535924633140926	NCOA2;ENY2;EDN3;ESRP1;IFNA2;PRRX2;PLCG2;APOE;SGF29;INSM1;ESR2	GO:0010468	11
DNA Metabolic Process (GO:0006259)	3/302	0.5841347692423189	0.6359165450538463	0	0	0.9932091744053784	0.5339726457389325	HLTF;ERCC5;GTF2H4	GO:0006259	3
Defense Response to Virus (GO:0051607)	2/198	0.5912247998288709	0.6414743606896449	0	0	1.010307153164296	0.5309759786558154	MAVS;IFNA2	GO:0051607	2
Protein Transport (GO:0015031)	3/308	0.5974940432611414	0.64693863926187	0	0	0.9733710576683032	0.5012967673853685	NSF;DNAJC19;APOE	GO:0015031	3
Regulation of Translation (GO:0006417)	2/201	0.599426855548892	0.6483046746465551	0	0	0.9949241155271306	0.5091835781900128	RPS4X;DHX9	GO:0006417	2
Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558)	2/202	0.6021333969171315	0.6499512379984458	0	0	0.98989898989899	0.5021522659436054	IFNA2;APOE	GO:0010558	2
DNA-templated Transcription (GO:0006351)	2/203	0.604826200865932	0.6518527184082408	0	0	0.9849238655208804	0.4952336400226655	MEF2A;GTF2H4	GO:0006351	2
Modification-Dependent Protein Catabolic Process (GO:0019941)	2/208	0.6180842987731767	0.6610527259606168	0	0	0.9607727763067568	0.4622570142361631	ARK2N;CCAR1	GO:0019941	2
Protein-Containing Complex Assembly (GO:0065003)	3/323	0.6296558456180283	0.671888859653384	0	0	0.9270304568527918	0.4288274967923144	CHRNA3;DHX9;CASP4	GO:0065003	3
Positive Regulation of Gene Expression (GO:0010628)	4/436	0.6373808901567164	0.6772876392834094	0	0	0.9149659863945578	0.4120895710991175	RPS4X;IL26;PLCG2;HTR2B	GO:0010628	4
Regulation of Canonical Wnt Signaling Pathway (GO:0060828)	2/216	0.6385854884672146	0.6772876392834094	0	0	0.9244784291513264	0.4146283193368318	APOE;RSPO1	GO:0060828	2
Supramolecular Fiber Organization (GO:0097435)	3/339	0.6619732446060034	0.7010306675101396	0	0	0.8821609862219	0.3639179950294728	CRTAP;KRT39;AGFG1	GO:0097435	3
Regulation of RNA Biosynthetic Process (GO:2001141)	4/465	0.6868066051019525	0.7191692200020444	0	0	0.8561246624463235	0.3216482040667527	NCOA2;PRRX2;SGF29;ESR2	GO:2001141	4
Negative Regulation of RNA Biosynthetic Process (GO:1902679)	4/470	0.6948340182893957	0.7248641025373725	0	0	0.8467198038013488	0.3082756805376507	IFNA2;PASD1;CTNNB1;NR2F2	GO:1902679	4
Negative Regulation of Multicellular Organismal Process (GO:0051241)	2/243	0.7014312313249126	0.7298520767191464	0	0	0.819774508571189	0.2907186138474013	ITGB1;PTEN	GO:0051241	2
Regulation of Cell Migration (GO:0030334)	4/479	0.7089142287231358	0.7346261437545448	0	0	0.8302900107411385	0.2856369795679427	ITGB1;CAMK2A;PTEN;CCAR1	GO:0030334	4
Lipid Metabolic Process (GO:0006629)	2/259	0.734232806123811	0.7558278886568642	0	0	0.7681091066305074	0.2372912750617642	CYP2J2;ATP5F1A	GO:0006629	2
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031)	2/277	0.7674369654461646	0.7848150121436308	0	0	0.7171717171717171	0.1898345880301726	ITGB1;INTU	GO:0120031	2
Central Nervous System Development (GO:0007417)	2/288	0.7859134587550115	0.7996212516402733	0	0	0.6891996891996892	0.1660341294748642	GRIN2A;PTEN	GO:0007417	2
DNA Damage Response (GO:0006974)	3/421	0.7956155353255756	0.8089046837006577	0	0	0.7061180870959124	0.1614462785216101	HLTF;HROB;GTF2H4	GO:0006974	3
Chromatin Organization (GO:0006325)	2/323	0.8364016308265857	0.846682778855546	0	0	0.6129519494005475	0.1095016356039922	DHX9;BICRAL	GO:0006325	2
Intracellular Protein Transport (GO:0006886)	2/326	0.8401886254031672	0.8499017887026259	0	0	0.6071829405162739	0.1057280722124743	NSF;DNAJC19	GO:0006886	2
Organelle Assembly (GO:0070925)	2/346	0.8634757448370343	0.8715688844786215	0	0	0.5712943387361992	0.0838599938544291	LIAT1;INTU	GO:0070925	2
