Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
cellular localization (GO:0051641)	2008	8	9.76	-	.82	0.734	1.0	GO:0051641
cell population proliferation (GO:0008283)	755	3	3.67	-	.82	1.0	1.0	GO:0008283
nucleobase-containing compound metabolic process (GO:0006139)	2773	11	13.47	-	.82	0.558	1.0	GO:0006139
negative regulation of transcription by RNA polymerase II (GO:0000122)	1009	4	4.9	-	.82	1.0	1.0	GO:0000122
negative regulation of response to stimulus (GO:0048585)	1768	7	8.59	-	.81	0.72	1.0	GO:0048585
positive regulation of cytokine production (GO:0001819)	506	2	2.46	-	.81	1.0	1.0	GO:0001819
multicellular organismal reproductive process (GO:0048609)	1014	4	4.93	-	.81	1.0	1.0	GO:0048609
sensory perception (GO:0007600)	1014	4	4.93	-	.81	1.0	1.0	GO:0007600
negative regulation of biosynthetic process (GO:0009890)	2284	9	11.1	-	.81	0.632	1.0	GO:0009890
G protein-coupled receptor signaling pathway (GO:0007186)	1270	5	6.17	-	.81	0.834	1.0	GO:0007186
purine-containing compound metabolic process (GO:0072521)	509	2	2.47	-	.81	1.0	1.0	GO:0072521
multicellular organism development (GO:0007275)	4074	16	19.8	-	.81	0.38	1.0	GO:0007275
post-transcriptional regulation of gene expression (GO:0010608)	510	2	2.48	-	.81	1.0	1.0	GO:0010608
cytoskeleton organization (GO:0007010)	1279	5	6.21	-	.80	0.835	1.0	GO:0007010
negative regulation of metabolic process (GO:0009892)	2815	11	13.68	-	.80	0.559	1.0	GO:0009892
modulation of chemical synaptic transmission (GO:0050804)	512	2	2.49	-	.80	1.0	1.0	GO:0050804
regulation of trans-synaptic signaling (GO:0099177)	513	2	2.49	-	.80	1.0	1.0	GO:0099177
negative regulation of macromolecule metabolic process (GO:0010605)	2577	10	12.52	-	.80	0.545	1.0	GO:0010605
regulation of immune response (GO:0050776)	1033	4	5.02	-	.80	0.82	1.0	GO:0050776
protein-containing complex assembly (GO:0065003)	1293	5	6.28	-	.80	0.835	1.0	GO:0065003
tissue development (GO:0009888)	1814	7	8.81	-	.79	0.722	1.0	GO:0009888
monoatomic ion transport (GO:0006811)	1037	4	5.04	-	.79	0.82	1.0	GO:0006811
response to growth factor (GO:0070848)	519	2	2.52	-	.79	1.0	1.0	GO:0070848
regulation of signal transduction (GO:0009966)	3130	12	15.21	-	.79	0.484	1.0	GO:0009966
detection of chemical stimulus (GO:0009593)	522	2	2.54	-	.79	1.0	1.0	GO:0009593
reproductive process (GO:0022414)	1569	6	7.62	-	.79	0.705	1.0	GO:0022414
circulatory system process (GO:0003013)	523	2	2.54	-	.79	1.0	1.0	GO:0003013
positive regulation of apoptotic process (GO:0043065)	525	2	2.55	-	.78	1.0	1.0	GO:0043065
monocarboxylic acid metabolic process (GO:0032787)	526	2	2.56	-	.78	1.0	1.0	GO:0032787
cell division (GO:0051301)	527	2	2.56	-	.78	1.0	1.0	GO:0051301
vesicle-mediated transport (GO:0016192)	1321	5	6.42	-	.78	0.686	1.0	GO:0016192
establishment of protein localization (GO:0045184)	1325	5	6.44	-	.78	0.686	1.0	GO:0045184
positive regulation of catabolic process (GO:0009896)	535	2	2.6	-	.77	1.0	1.0	GO:0009896
blood vessel development (GO:0001568)	537	2	2.61	-	.77	1.0	1.0	GO:0001568
cell surface receptor signaling pathway (GO:0007166)	2155	8	10.47	-	.76	0.513	1.0	GO:0007166
protein catabolic process (GO:0030163)	815	3	3.96	-	.76	0.8	1.0	GO:0030163
intracellular protein transport (GO:0006886)	545	2	2.65	-	.76	1.0	1.0	GO:0006886
negative regulation of protein metabolic process (GO:0051248)	546	2	2.65	-	.75	1.0	1.0	GO:0051248
negative regulation of immune system process (GO:0002683)	546	2	2.65	-	.75	1.0	1.0	GO:0002683
negative regulation of DNA-templated transcription (GO:0045892)	1366	5	6.64	-	.75	0.686	1.0	GO:0045892
positive regulation of programmed cell death (GO:0043068)	549	2	2.67	-	.75	1.0	1.0	GO:0043068
sensory perception of chemical stimulus (GO:0007606)	550	2	2.67	-	.75	1.0	1.0	GO:0007606
negative regulation of RNA biosynthetic process (GO:1902679)	1375	5	6.68	-	.75	0.687	1.0	GO:1902679
nucleic acid metabolic process (GO:0090304)	2201	8	10.69	-	.75	0.515	1.0	GO:0090304
organelle localization (GO:0051640)	552	2	2.68	-	.75	1.0	1.0	GO:0051640
establishment of localization in cell (GO:0051649)	1662	6	8.08	-	.74	0.581	1.0	GO:0051649
protein maturation (GO:0051604)	554	2	2.69	-	.74	1.0	1.0	GO:0051604
sexual reproduction (GO:0019953)	1108	4	5.38	-	.74	0.822	1.0	GO:0019953
chromatin organization (GO:0006325)	832	3	4.04	-	.74	0.8	1.0	GO:0006325
positive regulation of cell migration (GO:0030335)	556	2	2.7	-	.74	1.0	1.0	GO:0030335
vasculature development (GO:0001944)	562	2	2.73	-	.73	1.0	1.0	GO:0001944
detection of stimulus involved in sensory perception (GO:0050906)	563	2	2.74	-	.73	1.0	1.0	GO:0050906
response to cytokine (GO:0034097)	848	3	4.12	-	.73	0.801	1.0	GO:0034097
epithelium development (GO:0060429)	1139	4	5.53	-	.72	0.662	1.0	GO:0060429
secretion (GO:0046903)	570	2	2.77	-	.72	1.0	1.0	GO:0046903
gene expression (GO:0010467)	2566	9	12.47	-	.72	0.362	1.0	GO:0010467
positive regulation of intracellular signal transduction (GO:1902533)	1145	4	5.56	-	.72	0.662	1.0	GO:1902533
negative regulation of multicellular organismal process (GO:0051241)	1146	4	5.57	-	.72	0.662	1.0	GO:0051241
gamete generation (GO:0007276)	863	3	4.19	-	.72	0.801	1.0	GO:0007276
response to peptide (GO:1901652)	865	3	4.2	-	.71	0.801	1.0	GO:1901652
protein-containing complex organization (GO:0043933)	1449	5	7.04	-	.71	0.557	1.0	GO:0043933
regulation of intracellular signal transduction (GO:1902531)	2034	7	9.88	-	.71	0.403	1.0	GO:1902531
positive regulation of cell motility (GO:2000147)	582	2	2.83	-	.71	1.0	1.0	GO:2000147
immune response (GO:0006955)	1753	6	8.52	-	.70	0.472	1.0	GO:0006955
RNA processing (GO:0006396)	886	3	4.31	-	.70	0.802	1.0	GO:0006396
negative regulation of RNA metabolic process (GO:0051253)	1486	5	7.22	-	.69	0.559	1.0	GO:0051253
cell motility (GO:0048870)	1191	4	5.79	-	.69	0.665	1.0	GO:0048870
positive regulation of locomotion (GO:0040017)	599	2	2.91	-	.69	1.0	1.0	GO:0040017
nucleobase-containing compound biosynthetic process (GO:0034654)	1802	6	8.76	-	.69	0.475	1.0	GO:0034654
positive regulation of cell communication (GO:0010647)	1822	6	8.85	-	.68	0.38	1.0	GO:0010647
positive regulation of signaling (GO:0023056)	1823	6	8.86	-	.68	0.38	1.0	GO:0023056
tube development (GO:0035295)	936	3	4.55	-	.66	0.631	1.0	GO:0035295
RNA metabolic process (GO:0016070)	1572	5	7.64	-	.65	0.448	1.0	GO:0016070
leukocyte activation (GO:0045321)	646	2	3.14	-	.64	0.773	1.0	GO:0045321
positive regulation of signal transduction (GO:0009967)	1619	5	7.87	-	.64	0.354	1.0	GO:0009967
transmembrane transport (GO:0055085)	1299	4	6.31	-	.63	0.532	1.0	GO:0055085
anatomical structure morphogenesis (GO:0009653)	2303	7	11.19	-	.63	0.206	1.0	GO:0009653
positive regulation of response to stimulus (GO:0048584)	2316	7	11.25	-	.62	0.206	1.0	GO:0048584
anatomical structure formation involved in morphogenesis (GO:0048646)	1001	3	4.86	-	.62	0.637	1.0	GO:0048646
adaptive immune response (GO:0002250)	688	2	3.34	-	.60	0.776	1.0	GO:0002250
inorganic cation transmembrane transport (GO:0098662)	690	2	3.35	-	.60	0.777	1.0	GO:0098662
detection of stimulus (GO:0051606)	694	2	3.37	-	.59	0.777	1.0	GO:0051606
chordate embryonic development (GO:0043009)	698	2	3.39	-	.59	0.778	1.0	GO:0043009
tube morphogenesis (GO:0035239)	700	2	3.4	-	.59	0.778	1.0	GO:0035239
response to bacterium (GO:0009617)	704	2	3.42	-	.58	0.778	1.0	GO:0009617
negative regulation of gene expression (GO:0010629)	1056	3	5.13	-	.58	0.492	1.0	GO:0010629
monoatomic cation transmembrane transport (GO:0098655)	706	2	3.43	-	.58	0.588	1.0	GO:0098655
RNA biosynthetic process (GO:0032774)	1414	4	6.87	-	.58	0.323	1.0	GO:0032774
negative regulation of signal transduction (GO:0009968)	1423	4	6.91	-	.58	0.323	1.0	GO:0009968
embryo development ending in birth or egg hatching (GO:0009792)	717	2	3.48	-	.57	0.588	1.0	GO:0009792
cellular response to cytokine stimulus (GO:0071345)	751	2	3.65	-	.55	0.59	1.0	GO:0071345
nucleic acid biosynthetic process (GO:0141187)	1504	4	7.31	-	.55	0.249	1.0	GO:0141187
negative regulation of cell communication (GO:0010648)	1518	4	7.38	-	.54	0.249	1.0	GO:0010648
negative regulation of signaling (GO:0023057)	1518	4	7.38	-	.54	0.249	1.0	GO:0023057
negative regulation of intracellular signal transduction (GO:1902532)	761	2	3.7	-	.54	0.591	1.0	GO:1902532
cell activation (GO:0001775)	776	2	3.77	-	.53	0.593	1.0	GO:0001775
inorganic ion transmembrane transport (GO:0098660)	782	2	3.8	-	.53	0.594	1.0	GO:0098660
innate immune response (GO:0045087)	800	2	3.89	-	.51	0.442	1.0	GO:0045087
regulation of cytokine production (GO:0001817)	807	2	3.92	-	.51	0.442	1.0	GO:0001817
monoatomic ion transmembrane transport (GO:0034220)	864	2	4.2	-	.48	0.447	1.0	GO:0034220
response to lipid (GO:0033993)	891	2	4.33	-	.46	0.329	1.0	GO:0033993
defense response to symbiont (GO:0140546)	908	2	4.41	-	.45	0.329	1.0	GO:0140546
defense response to other organism (GO:0098542)	924	2	4.49	-	.45	0.33	1.0	GO:0098542
circulatory system development (GO:0072359)	957	2	4.65	-	.43	0.334	1.0	GO:0072359
cell migration (GO:0016477)	958	2	4.66	-	.43	0.334	1.0	GO:0016477
response to other organism (GO:0051707)	1457	3	7.08	-	.42	0.166	1.0	GO:0051707
response to external biotic stimulus (GO:0043207)	1460	3	7.09	-	.42	0.12	1.0	GO:0043207
animal organ morphogenesis (GO:0009887)	995	2	4.83	-	.41	0.243	1.0	GO:0009887
response to biotic stimulus (GO:0009607)	1507	3	7.32	-	.41	0.121	1.0	GO:0009607
positive regulation of immune system process (GO:0002684)	1045	2	5.08	-	.39	0.247	1.0	GO:0002684
biological process involved in interspecies interaction between organisms (GO:0044419)	1627	3	7.91	-	.38	0.0903	1.0	GO:0044419
embryo development (GO:0009790)	1087	2	5.28	-	.38	0.178	1.0	GO:0009790
