Ontology	Ref	Count	expected	Fold Enrichment	over_under	raw P-value	FDR	GOID
negative regulation of BMP signaling pathway (GO:0030514)	60	2	1.47	+	1.36	0.66	1.0	GO:0030514
social behavior (GO:0035176)	60	2	1.47	+	1.36	0.66	1.0	GO:0035176
regulation of cardiac muscle hypertrophy (GO:0010611)	60	2	1.47	+	1.36	0.66	1.0	GO:0010611
regulation of Rho protein signal transduction (GO:0035023)	90	3	2.21	+	1.36	0.487	1.0	GO:0035023
regulation of embryonic development (GO:0045995)	90	3	2.21	+	1.36	0.487	1.0	GO:0045995
regulation of cell projection organization (GO:0031344)	662	22	16.24	+	1.35	0.158	1.0	GO:0031344
organophosphate biosynthetic process (GO:0090407)	572	19	14.04	+	1.35	0.17	1.0	GO:0090407
regulation of kinase activity (GO:0043549)	241	8	5.91	+	1.35	0.396	1.0	GO:0043549
membrane lipid metabolic process (GO:0006643)	211	7	5.18	+	1.35	0.368	1.0	GO:0006643
monocarboxylic acid transport (GO:0015718)	151	5	3.71	+	1.35	0.425	1.0	GO:0015718
response to xenobiotic stimulus (GO:0009410)	423	14	10.38	+	1.35	0.263	1.0	GO:0009410
visual system development (GO:0150063)	423	14	10.38	+	1.35	0.263	1.0	GO:0150063
response to amino acid (GO:0043200)	121	4	2.97	+	1.35	0.545	1.0	GO:0043200
negative regulation of response to wounding (GO:1903035)	91	3	2.23	+	1.34	0.491	1.0	GO:1903035
embryonic placenta development (GO:0001892)	91	3	2.23	+	1.34	0.491	1.0	GO:0001892
morphogenesis of a branching structure (GO:0001763)	182	6	4.47	+	1.34	0.462	1.0	GO:0001763
fatty acid derivative metabolic process (GO:1901568)	91	3	2.23	+	1.34	0.491	1.0	GO:1901568
mitochondrial ATP synthesis coupled electron transport (GO:0042775)	91	3	2.23	+	1.34	0.491	1.0	GO:0042775
ATP synthesis coupled electron transport (GO:0042773)	91	3	2.23	+	1.34	0.491	1.0	GO:0042773
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	152	5	3.73	+	1.34	0.427	1.0	GO:0090101
hormone metabolic process (GO:0042445)	213	7	5.23	+	1.34	0.372	1.0	GO:0042445
single fertilization (GO:0007338)	183	6	4.49	+	1.34	0.464	1.0	GO:0007338
membrane assembly (GO:0071709)	61	2	1.5	+	1.34	0.663	1.0	GO:0071709
mononuclear cell migration (GO:0071674)	122	4	2.99	+	1.34	0.547	1.0	GO:0071674
positive regulation of viral process (GO:0048524)	61	2	1.5	+	1.34	0.663	1.0	GO:0048524
tight junction organization (GO:0120193)	61	2	1.5	+	1.34	0.663	1.0	GO:0120193
regulation of mitotic sister chromatid separation (GO:0010965)	61	2	1.5	+	1.34	0.663	1.0	GO:0010965
odontogenesis (GO:0042476)	122	4	2.99	+	1.34	0.547	1.0	GO:0042476
positive regulation of nucleocytoplasmic transport (GO:0046824)	61	2	1.5	+	1.34	0.663	1.0	GO:0046824
leukocyte activation involved in immune response (GO:0002366)	214	7	5.25	+	1.33	0.374	1.0	GO:0002366
regulation of peptide hormone secretion (GO:0090276)	214	7	5.25	+	1.33	0.374	1.0	GO:0090276
regulation of translation (GO:0006417)	367	12	9.01	+	1.33	0.304	1.0	GO:0006417
amide transport (GO:0042886)	153	5	3.75	+	1.33	0.43	1.0	GO:0042886
positive regulation of cell motility (GO:2000147)	582	19	14.28	+	1.33	0.218	1.0	GO:2000147
T cell activation involved in immune response (GO:0002286)	92	3	2.26	+	1.33	0.495	1.0	GO:0002286
roof of mouth development (GO:0060021)	92	3	2.26	+	1.33	0.495	1.0	GO:0060021
regulation of fibroblast proliferation (GO:0048145)	92	3	2.26	+	1.33	0.495	1.0	GO:0048145
vascular process in circulatory system (GO:0003018)	276	9	6.77	+	1.33	0.329	1.0	GO:0003018
response to hormone (GO:0009725)	828	27	20.32	+	1.33	0.135	1.0	GO:0009725
regulation of hormone secretion (GO:0046883)	276	9	6.77	+	1.33	0.329	1.0	GO:0046883
regulation of plasma membrane bounded cell projection organization (GO:0120035)	644	21	15.8	+	1.33	0.193	1.0	GO:0120035
phosphate-containing compound metabolic process (GO:0006796)	1412	46	34.65	+	1.33	0.0494	1.0	GO:0006796
kidney development (GO:0001822)	307	10	7.53	+	1.33	0.349	1.0	GO:0001822
lipid catabolic process (GO:0016042)	307	10	7.53	+	1.33	0.349	1.0	GO:0016042
regulation of lymphocyte activation (GO:0051249)	522	17	12.81	+	1.33	0.248	1.0	GO:0051249
sensory system development (GO:0048880)	430	14	10.55	+	1.33	0.268	1.0	GO:0048880
regulation of secretion by cell (GO:1903530)	584	19	14.33	+	1.33	0.219	1.0	GO:1903530
protein stabilization (GO:0050821)	246	8	6.04	+	1.33	0.402	1.0	GO:0050821
regulation of cell morphogenesis (GO:0022604)	246	8	6.04	+	1.33	0.402	1.0	GO:0022604
B cell differentiation (GO:0030183)	123	4	3.02	+	1.33	0.549	1.0	GO:0030183
regulation of protein phosphorylation (GO:0001932)	369	12	9.05	+	1.33	0.305	1.0	GO:0001932
phosphorylation (GO:0016310)	369	12	9.05	+	1.33	0.305	1.0	GO:0016310
phosphorus metabolic process (GO:0006793)	1415	46	34.72	+	1.32	0.0498	1.0	GO:0006793
circulatory system process (GO:0003013)	523	17	12.83	+	1.32	0.249	1.0	GO:0003013
regulation of interleukin-6 production (GO:0032675)	154	5	3.78	+	1.32	0.433	1.0	GO:0032675
negative regulation of catalytic activity (GO:0043086)	154	5	3.78	+	1.32	0.433	1.0	GO:0043086
establishment of protein localization (GO:0045184)	1325	43	32.51	+	1.32	0.0654	1.0	GO:0045184
regulation of intrinsic apoptotic signaling pathway (GO:2001242)	185	6	4.54	+	1.32	0.467	1.0	GO:2001242
protein complex oligomerization (GO:0051259)	278	9	6.82	+	1.32	0.332	1.0	GO:0051259
regulation of cell activation (GO:0050865)	649	21	15.93	+	1.32	0.195	1.0	GO:0050865
nucleotide metabolic process (GO:0009117)	434	14	10.65	+	1.31	0.272	1.0	GO:0009117
endochondral bone morphogenesis (GO:0060350)	62	2	1.52	+	1.31	0.666	1.0	GO:0060350
cranial nerve development (GO:0021545)	62	2	1.52	+	1.31	0.666	1.0	GO:0021545
positive regulation of endothelial cell proliferation (GO:0001938)	93	3	2.28	+	1.31	0.499	1.0	GO:0001938
positive regulation of miRNA metabolic process (GO:2000630)	62	2	1.52	+	1.31	0.666	1.0	GO:2000630
cellular response to steroid hormone stimulus (GO:0071383)	155	5	3.8	+	1.31	0.435	1.0	GO:0071383
synaptic vesicle recycling (GO:0036465)	62	2	1.52	+	1.31	0.666	1.0	GO:0036465
microtubule polymerization or depolymerization (GO:0031109)	62	2	1.52	+	1.31	0.666	1.0	GO:0031109
bone mineralization (GO:0030282)	62	2	1.52	+	1.31	0.666	1.0	GO:0030282
visual behavior (GO:0007632)	62	2	1.52	+	1.31	0.666	1.0	GO:0007632
feeding behavior (GO:0007631)	93	3	2.28	+	1.31	0.499	1.0	GO:0007631
energy homeostasis (GO:0097009)	93	3	2.28	+	1.31	0.499	1.0	GO:0097009
positive regulation of cell population proliferation (GO:0008284)	931	30	22.85	+	1.31	0.128	1.0	GO:0008284
regulation of leukocyte activation (GO:0002694)	590	19	14.48	+	1.31	0.222	1.0	GO:0002694
positive regulation of multicellular organismal process (GO:0051240)	1678	54	41.18	+	1.31	0.0393	1.0	GO:0051240
cell activation involved in immune response (GO:0002263)	218	7	5.35	+	1.31	0.383	1.0	GO:0002263
regulation of peptide secretion (GO:0002791)	218	7	5.35	+	1.31	0.383	1.0	GO:0002791
cellular response to transforming growth factor beta stimulus (GO:0071560)	156	5	3.83	+	1.31	0.438	1.0	GO:0071560
localization within membrane (GO:0051668)	562	18	13.79	+	1.31	0.266	1.0	GO:0051668
exocytosis (GO:0006887)	250	8	6.13	+	1.30	0.407	1.0	GO:0006887
positive regulation of leukocyte cell-cell adhesion (GO:1903039)	282	9	6.92	+	1.30	0.433	1.0	GO:1903039
neural crest cell differentiation (GO:0014033)	94	3	2.31	+	1.30	0.503	1.0	GO:0014033
cellular response to peptide hormone stimulus (GO:0071375)	282	9	6.92	+	1.30	0.433	1.0	GO:0071375
response to steroid hormone (GO:0048545)	282	9	6.92	+	1.30	0.433	1.0	GO:0048545
axon development (GO:0061564)	439	14	10.77	+	1.30	0.277	1.0	GO:0061564
response to corticosteroid (GO:0031960)	157	5	3.85	+	1.30	0.441	1.0	GO:0031960
limb morphogenesis (GO:0035108)	157	5	3.85	+	1.30	0.441	1.0	GO:0035108
appendage morphogenesis (GO:0035107)	157	5	3.85	+	1.30	0.441	1.0	GO:0035107
embryonic organ development (GO:0048568)	471	15	11.56	+	1.30	0.29	1.0	GO:0048568
multicellular organismal-level homeostasis (GO:0048871)	691	22	16.96	+	1.30	0.209	1.0	GO:0048871
calcium ion transmembrane transport (GO:0070588)	220	7	5.4	+	1.30	0.505	1.0	GO:0070588
regulation of peptide transport (GO:0090087)	220	7	5.4	+	1.30	0.505	1.0	GO:0090087
regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051896)	283	9	6.94	+	1.30	0.434	1.0	GO:0051896
organic anion transport (GO:0015711)	409	13	10.04	+	1.30	0.33	1.0	GO:0015711
negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051898)	63	2	1.55	+	1.29	0.668	1.0	GO:0051898
regulation of interferon-beta production (GO:0032648)	63	2	1.55	+	1.29	0.668	1.0	GO:0032648
axonal transport (GO:0098930)	63	2	1.55	+	1.29	0.668	1.0	GO:0098930
regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)	63	2	1.55	+	1.29	0.668	1.0	GO:0043370
glutamine family amino acid metabolic process (GO:0009064)	63	2	1.55	+	1.29	0.668	1.0	GO:0009064
regulation of smooth muscle cell migration (GO:0014910)	63	2	1.55	+	1.29	0.668	1.0	GO:0014910
mammary gland epithelium development (GO:0061180)	63	2	1.55	+	1.29	0.668	1.0	GO:0061180
regulation of muscle hypertrophy (GO:0014743)	63	2	1.55	+	1.29	0.668	1.0	GO:0014743
regulation of nitric oxide metabolic process (GO:0080164)	63	2	1.55	+	1.29	0.668	1.0	GO:0080164
positive regulation of locomotion (GO:0040017)	599	19	14.7	+	1.29	0.229	1.0	GO:0040017
regulation of transferase activity (GO:0051338)	284	9	6.97	+	1.29	0.435	1.0	GO:0051338
blood vessel morphogenesis (GO:0048514)	442	14	10.85	+	1.29	0.347	1.0	GO:0048514
positive regulation of transport (GO:0051050)	853	27	20.93	+	1.29	0.174	1.0	GO:0051050
protein O-linked glycosylation (GO:0006493)	158	5	3.88	+	1.29	0.444	1.0	GO:0006493
regulation of hormone levels (GO:0010817)	569	18	13.96	+	1.29	0.269	1.0	GO:0010817
positive regulation of growth (GO:0045927)	253	8	6.21	+	1.29	0.412	1.0	GO:0045927
ERAD pathway (GO:0036503)	95	3	2.33	+	1.29	0.507	1.0	GO:0036503
negative regulation of innate immune response (GO:0045824)	95	3	2.33	+	1.29	0.507	1.0	GO:0045824
cell surface receptor signaling pathway (GO:0007166)	2155	68	52.88	+	1.29	0.0324	1.0	GO:0007166
protein folding (GO:0006457)	222	7	5.45	+	1.28	0.507	1.0	GO:0006457
regulation of cell motility (GO:2000145)	1016	32	24.93	+	1.28	0.145	1.0	GO:2000145
cellular response to insulin stimulus (GO:0032869)	159	5	3.9	+	1.28	0.6	1.0	GO:0032869
renal system development (GO:0072001)	318	10	7.8	+	1.28	0.363	1.0	GO:0072001
regulation of immune effector process (GO:0002697)	414	13	10.16	+	1.28	0.335	1.0	GO:0002697
regulation of secretion (GO:0051046)	637	20	15.63	+	1.28	0.241	1.0	GO:0051046
secretion by cell (GO:0032940)	446	14	10.94	+	1.28	0.35	1.0	GO:0032940
regulation of cell-substrate adhesion (GO:0010810)	223	7	5.47	+	1.28	0.508	1.0	GO:0010810
response to toxic substance (GO:0009636)	255	8	6.26	+	1.28	0.415	1.0	GO:0009636
axonogenesis (GO:0007409)	383	12	9.4	+	1.28	0.401	1.0	GO:0007409
embryo development (GO:0009790)	1087	34	26.67	+	1.27	0.157	1.0	GO:0009790
protein targeting (GO:0006605)	224	7	5.5	+	1.27	0.509	1.0	GO:0006605
negative regulation of mitotic cell cycle phase transition (GO:1901991)	160	5	3.93	+	1.27	0.601	1.0	GO:1901991
fertilization (GO:0009566)	224	7	5.5	+	1.27	0.509	1.0	GO:0009566
T cell activation (GO:0042110)	352	11	8.64	+	1.27	0.383	1.0	GO:0042110
endocytosis (GO:0006897)	512	16	12.56	+	1.27	0.309	1.0	GO:0006897
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	64	2	1.57	+	1.27	0.671	1.0	GO:2001244
heart looping (GO:0001947)	64	2	1.57	+	1.27	0.671	1.0	GO:0001947
glycogen metabolic process (GO:0005977)	64	2	1.57	+	1.27	0.671	1.0	GO:0005977
regulation of chemokine production (GO:0032642)	96	3	2.36	+	1.27	0.512	1.0	GO:0032642
spindle localization (GO:0051653)	64	2	1.57	+	1.27	0.671	1.0	GO:0051653
positive regulation of actin filament bundle assembly (GO:0032233)	64	2	1.57	+	1.27	0.671	1.0	GO:0032233
modulation of chemical synaptic transmission (GO:0050804)	512	16	12.56	+	1.27	0.309	1.0	GO:0050804
regulation of RNA stability (GO:0043487)	192	6	4.71	+	1.27	0.479	1.0	GO:0043487
neuron cellular homeostasis (GO:0070050)	64	2	1.57	+	1.27	0.671	1.0	GO:0070050
proton motive force-driven mitochondrial ATP synthesis (GO:0042776)	64	2	1.57	+	1.27	0.671	1.0	GO:0042776
purine ribonucleoside triphosphate biosynthetic process (GO:0009206)	96	3	2.36	+	1.27	0.512	1.0	GO:0009206
regulation of trans-synaptic signaling (GO:0099177)	513	16	12.59	+	1.27	0.31	1.0	GO:0099177
regulation of cell adhesion (GO:0030155)	802	25	19.68	+	1.27	0.201	1.0	GO:0030155
animal organ morphogenesis (GO:0009887)	995	31	24.42	+	1.27	0.171	1.0	GO:0009887
regulation of locomotion (GO:0040012)	1060	33	26.01	+	1.27	0.153	1.0	GO:0040012
antigen receptor-mediated signaling pathway (GO:0050851)	161	5	3.95	+	1.27	0.602	1.0	GO:0050851
positive regulation of endocytosis (GO:0045807)	161	5	3.95	+	1.27	0.602	1.0	GO:0045807
immune response-regulating cell surface receptor signaling pathway (GO:0002768)	290	9	7.12	+	1.26	0.441	1.0	GO:0002768
glial cell development (GO:0021782)	129	4	3.17	+	1.26	0.562	1.0	GO:0021782
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	129	4	3.17	+	1.26	0.562	1.0	GO:0006888
positive regulation of cellular component biogenesis (GO:0044089)	516	16	12.66	+	1.26	0.313	1.0	GO:0044089
regulation of immune response (GO:0050776)	1033	32	25.35	+	1.26	0.179	1.0	GO:0050776
respiratory system development (GO:0060541)	226	7	5.55	+	1.26	0.511	1.0	GO:0060541
nerve development (GO:0021675)	97	3	2.38	+	1.26	0.516	1.0	GO:0021675
smoothened signaling pathway (GO:0007224)	97	3	2.38	+	1.26	0.516	1.0	GO:0007224
acyl-CoA metabolic process (GO:0006637)	97	3	2.38	+	1.26	0.516	1.0	GO:0006637
purine nucleoside triphosphate biosynthetic process (GO:0009145)	97	3	2.38	+	1.26	0.516	1.0	GO:0009145
thioester metabolic process (GO:0035383)	97	3	2.38	+	1.26	0.516	1.0	GO:0035383
signal transduction (GO:0007165)	4957	153	121.64	+	1.26	0.00128	1.0	GO:0007165
ribonucleotide biosynthetic process (GO:0009260)	162	5	3.98	+	1.26	0.603	1.0	GO:0009260
response to unfolded protein (GO:0006986)	130	4	3.19	+	1.25	0.564	1.0	GO:0006986
cell-cell junction assembly (GO:0007043)	130	4	3.19	+	1.25	0.564	1.0	GO:0007043
urogenital system development (GO:0001655)	65	2	1.59	+	1.25	0.675	1.0	GO:0001655
positive regulation of gliogenesis (GO:0014015)	65	2	1.59	+	1.25	0.675	1.0	GO:0014015
negative regulation of muscle cell differentiation (GO:0051148)	65	2	1.59	+	1.25	0.675	1.0	GO:0051148
mammary gland development (GO:0030879)	130	4	3.19	+	1.25	0.564	1.0	GO:0030879
negative regulation of cation transmembrane transport (GO:1904063)	65	2	1.59	+	1.25	0.675	1.0	GO:1904063
negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002823)	65	2	1.59	+	1.25	0.675	1.0	GO:0002823
positive regulation of myeloid leukocyte differentiation (GO:0002763)	65	2	1.59	+	1.25	0.675	1.0	GO:0002763
muscle organ development (GO:0007517)	325	10	7.97	+	1.25	0.466	1.0	GO:0007517
regulation of lipid biosynthetic process (GO:0046890)	195	6	4.78	+	1.25	0.485	1.0	GO:0046890
protein localization to plasma membrane (GO:0072659)	195	6	4.78	+	1.25	0.485	1.0	GO:0072659
regulation of cell population proliferation (GO:0042127)	1660	51	40.73	+	1.25	0.0974	1.0	GO:0042127
regulation of calcium ion transport (GO:0051924)	228	7	5.59	+	1.25	0.514	1.0	GO:0051924
positive regulation of canonical NF-kappaB signal transduction (GO:0043123)	228	7	5.59	+	1.25	0.514	1.0	GO:0043123
response to transforming growth factor beta (GO:0071559)	163	5	4.0	+	1.25	0.604	1.0	GO:0071559
protein phosphorylation (GO:0006468)	326	10	8.0	+	1.25	0.466	1.0	GO:0006468
lymphocyte activation (GO:0046649)	522	16	12.81	+	1.25	0.387	1.0	GO:0046649
positive regulation of double-strand break repair (GO:2000781)	98	3	2.4	+	1.25	0.52	1.0	GO:2000781
cellular response to BMP stimulus (GO:0071773)	98	3	2.4	+	1.25	0.52	1.0	GO:0071773
response to BMP (GO:0071772)	98	3	2.4	+	1.25	0.52	1.0	GO:0071772
limb development (GO:0060173)	196	6	4.81	+	1.25	0.487	1.0	GO:0060173
appendage development (GO:0048736)	196	6	4.81	+	1.25	0.487	1.0	GO:0048736
regulation of non-canonical NF-kappaB signal transduction (GO:1901222)	98	3	2.4	+	1.25	0.52	1.0	GO:1901222
purine ribonucleoside triphosphate metabolic process (GO:0009205)	196	6	4.81	+	1.25	0.487	1.0	GO:0009205
central nervous system neuron development (GO:0021954)	98	3	2.4	+	1.25	0.52	1.0	GO:0021954
negative regulation of establishment of protein localization (GO:1904950)	131	4	3.21	+	1.24	0.566	1.0	GO:1904950
positive regulation of cytosolic calcium ion concentration (GO:0007204)	164	5	4.02	+	1.24	0.606	1.0	GO:0007204
sensory organ morphogenesis (GO:0090596)	296	9	7.26	+	1.24	0.449	1.0	GO:0090596
anatomical structure morphogenesis (GO:0009653)	2303	70	56.51	+	1.24	0.0627	1.0	GO:0009653
signaling (GO:0023052)	5297	161	129.98	+	1.24	0.00195	1.0	GO:0023052
cellular response to chemical stimulus (GO:0070887)	2010	61	49.32	+	1.24	0.0807	1.0	GO:0070887
positive regulation of angiogenesis (GO:0045766)	165	5	4.05	+	1.23	0.607	1.0	GO:0045766
regulation of vasoconstriction (GO:0019229)	66	2	1.62	+	1.23	0.678	1.0	GO:0019229
sphingolipid metabolic process (GO:0006665)	165	5	4.05	+	1.23	0.607	1.0	GO:0006665
nephron tubule morphogenesis (GO:0072078)	66	2	1.62	+	1.23	0.678	1.0	GO:0072078
multi-organism reproductive process (GO:0044703)	198	6	4.86	+	1.23	0.491	1.0	GO:0044703
mRNA export from nucleus (GO:0006406)	66	2	1.62	+	1.23	0.678	1.0	GO:0006406
sprouting angiogenesis (GO:0002040)	66	2	1.62	+	1.23	0.678	1.0	GO:0002040
regulation of type I interferon production (GO:0032479)	132	4	3.24	+	1.23	0.569	1.0	GO:0032479
exocytic process (GO:0140029)	66	2	1.62	+	1.23	0.678	1.0	GO:0140029
positive regulation of non-canonical NF-kappaB signal transduction (GO:1901224)	66	2	1.62	+	1.23	0.678	1.0	GO:1901224
regulation of calcium-mediated signaling (GO:0050848)	99	3	2.43	+	1.23	0.737	1.0	GO:0050848
protein homotetramerization (GO:0051289)	66	2	1.62	+	1.23	0.678	1.0	GO:0051289
glucan metabolic process (GO:0044042)	66	2	1.62	+	1.23	0.678	1.0	GO:0044042
response to temperature stimulus (GO:0009266)	165	5	4.05	+	1.23	0.607	1.0	GO:0009266
associative learning (GO:0008306)	99	3	2.43	+	1.23	0.737	1.0	GO:0008306
cardiac ventricle development (GO:0003231)	132	4	3.24	+	1.23	0.569	1.0	GO:0003231
regulation of membrane lipid distribution (GO:0097035)	66	2	1.62	+	1.23	0.678	1.0	GO:0097035
negative regulation of lymphocyte mediated immunity (GO:0002707)	66	2	1.62	+	1.23	0.678	1.0	GO:0002707
negative regulation of molecular function (GO:0044092)	298	9	7.31	+	1.23	0.452	1.0	GO:0044092
regulation of molecular function (GO:0065009)	862	26	21.15	+	1.23	0.261	1.0	GO:0065009
cell communication (GO:0007154)	5343	161	131.11	+	1.23	0.00283	1.0	GO:0007154
regulation of B cell activation (GO:0050864)	133	4	3.26	+	1.23	0.571	1.0	GO:0050864
cardiac chamber morphogenesis (GO:0003206)	133	4	3.26	+	1.23	0.571	1.0	GO:0003206
positive regulation of cell cycle (GO:0045787)	333	10	8.17	+	1.22	0.473	1.0	GO:0045787
negative regulation of locomotion (GO:0040013)	333	10	8.17	+	1.22	0.473	1.0	GO:0040013
blood circulation (GO:0008015)	433	13	10.63	+	1.22	0.431	1.0	GO:0008015
organic acid metabolic process (GO:0006082)	833	25	20.44	+	1.22	0.302	1.0	GO:0006082
pallium development (GO:0021543)	200	6	4.91	+	1.22	0.641	1.0	GO:0021543
negative regulation of cell adhesion (GO:0007162)	300	9	7.36	+	1.22	0.455	1.0	GO:0007162
regulation of carbohydrate biosynthetic process (GO:0043255)	100	3	2.45	+	1.22	0.738	1.0	GO:0043255
cholesterol homeostasis (GO:0042632)	100	3	2.45	+	1.22	0.738	1.0	GO:0042632
negative regulation of cell migration (GO:0030336)	300	9	7.36	+	1.22	0.455	1.0	GO:0030336
carboxylic acid metabolic process (GO:0019752)	802	24	19.68	+	1.22	0.295	1.0	GO:0019752
G protein-coupled receptor signaling pathway (GO:0007186)	1270	38	31.16	+	1.22	0.191	1.0	GO:0007186
tube development (GO:0035295)	936	28	22.97	+	1.22	0.278	1.0	GO:0035295
carboxylic acid transport (GO:0046942)	301	9	7.39	+	1.22	0.57	1.0	GO:0046942
response to biotic stimulus (GO:0009607)	1507	45	36.98	+	1.22	0.166	1.0	GO:0009607
synapse assembly (GO:0007416)	134	4	3.29	+	1.22	0.574	1.0	GO:0007416
regulation of SMAD protein signal transduction (GO:0060390)	67	2	1.64	+	1.22	0.681	1.0	GO:0060390
regulation of focal adhesion assembly (GO:0051893)	67	2	1.64	+	1.22	0.681	1.0	GO:0051893
growth (GO:0040007)	469	14	11.51	+	1.22	0.448	1.0	GO:0040007
regulation of cell-substrate junction assembly (GO:0090109)	67	2	1.64	+	1.22	0.681	1.0	GO:0090109
response to acid chemical (GO:0001101)	134	4	3.29	+	1.22	0.574	1.0	GO:0001101
developmental growth (GO:0048589)	469	14	11.51	+	1.22	0.448	1.0	GO:0048589
regulation of blood circulation (GO:1903522)	268	8	6.58	+	1.22	0.547	1.0	GO:1903522
positive regulation of lymphocyte mediated immunity (GO:0002708)	134	4	3.29	+	1.22	0.574	1.0	GO:0002708
negative regulation of wound healing (GO:0061045)	67	2	1.64	+	1.22	0.681	1.0	GO:0061045
regulation of mRNA catabolic process (GO:0061013)	201	6	4.93	+	1.22	0.642	1.0	GO:0061013
organic acid transport (GO:0015849)	302	9	7.41	+	1.21	0.57	1.0	GO:0015849
anatomical structure development (GO:0048856)	5370	160	131.77	+	1.21	0.00472	1.0	GO:0048856
regulation of response to wounding (GO:1903034)	168	5	4.12	+	1.21	0.611	1.0	GO:1903034
positive regulation of cell-cell adhesion (GO:0022409)	336	10	8.24	+	1.21	0.476	1.0	GO:0022409
ribose phosphate biosynthetic process (GO:0046390)	168	5	4.12	+	1.21	0.611	1.0	GO:0046390
regulation of actin filament organization (GO:0110053)	269	8	6.6	+	1.21	0.548	1.0	GO:0110053
protein localization to organelle (GO:0033365)	707	21	17.35	+	1.21	0.384	1.0	GO:0033365
positive regulation of calcium ion transport (GO:0051928)	101	3	2.48	+	1.21	0.74	1.0	GO:0051928
positive regulation of insulin secretion (GO:0032024)	101	3	2.48	+	1.21	0.74	1.0	GO:0032024
positive regulation of protein-containing complex assembly (GO:0031334)	202	6	4.96	+	1.21	0.643	1.0	GO:0031334
sterol homeostasis (GO:0055092)	101	3	2.48	+	1.21	0.74	1.0	GO:0055092
amino acid transmembrane transport (GO:0003333)	101	3	2.48	+	1.21	0.74	1.0	GO:0003333
positive regulation of JNK cascade (GO:0046330)	101	3	2.48	+	1.21	0.74	1.0	GO:0046330
cellular response to stimulus (GO:0051716)	6499	193	159.47	+	1.21	0.00137	1.0	GO:0051716
regulation of system process (GO:0044057)	573	17	14.06	+	1.21	0.409	1.0	GO:0044057
synapse organization (GO:0050808)	371	11	9.1	+	1.21	0.496	1.0	GO:0050808
negative regulation of translation (GO:0017148)	135	4	3.31	+	1.21	0.576	1.0	GO:0017148
vacuolar transport (GO:0007034)	169	5	4.15	+	1.21	0.613	1.0	GO:0007034
mitotic nuclear division (GO:0140014)	169	5	4.15	+	1.21	0.613	1.0	GO:0140014
positive regulation of vasculature development (GO:1904018)	169	5	4.15	+	1.21	0.613	1.0	GO:1904018
activation of immune response (GO:0002253)	406	12	9.96	+	1.20	0.514	1.0	GO:0002253
epithelial cell development (GO:0002064)	203	6	4.98	+	1.20	0.643	1.0	GO:0002064
regulation of reproductive process (GO:2000241)	203	6	4.98	+	1.20	0.643	1.0	GO:2000241
purine nucleoside triphosphate metabolic process (GO:0009144)	203	6	4.98	+	1.20	0.643	1.0	GO:0009144
negative regulation of protein localization (GO:1903828)	203	6	4.98	+	1.20	0.643	1.0	GO:1903828
B cell activation (GO:0042113)	203	6	4.98	+	1.20	0.643	1.0	GO:0042113
regulation of protein modification by small protein conjugation or removal (GO:1903320)	237	7	5.82	+	1.20	0.527	1.0	GO:1903320
negative regulation of signal transduction (GO:0009968)	1423	42	34.92	+	1.20	0.213	1.0	GO:0009968
response to peptide hormone (GO:0043434)	407	12	9.99	+	1.20	0.514	1.0	GO:0043434
developmental process (GO:0032502)	5903	174	144.85	+	1.20	0.00447	1.0	GO:0032502
nervous system development (GO:0007399)	2307	68	56.61	+	1.20	0.116	1.0	GO:0007399
cellular response to oxygen-containing compound (GO:1901701)	1086	32	26.65	+	1.20	0.268	1.0	GO:1901701
response to external biotic stimulus (GO:0043207)	1460	43	35.83	+	1.20	0.218	1.0	GO:0043207
system development (GO:0048731)	3670	108	90.06	+	1.20	0.0392	1.0	GO:0048731
post-Golgi vesicle-mediated transport (GO:0006892)	102	3	2.5	+	1.20	0.741	1.0	GO:0006892
negative regulation of secretion (GO:0051048)	170	5	4.17	+	1.20	0.614	1.0	GO:0051048
ribonucleoside triphosphate biosynthetic process (GO:0009201)	102	3	2.5	+	1.20	0.741	1.0	GO:0009201
sulfur compound transport (GO:0072348)	68	2	1.67	+	1.20	0.684	1.0	GO:0072348
sensory perception of pain (GO:0019233)	68	2	1.67	+	1.20	0.684	1.0	GO:0019233
nephron epithelium morphogenesis (GO:0072088)	68	2	1.67	+	1.20	0.684	1.0	GO:0072088
generation of precursor metabolites and energy (GO:0006091)	374	11	9.18	+	1.20	0.498	1.0	GO:0006091
response to glucocorticoid (GO:0051384)	136	4	3.34	+	1.20	0.579	1.0	GO:0051384
receptor internalization (GO:0031623)	68	2	1.67	+	1.20	0.684	1.0	GO:0031623
regulation of blood coagulation (GO:0030193)	68	2	1.67	+	1.20	0.684	1.0	GO:0030193
intracellular protein transport (GO:0006886)	545	16	13.37	+	1.20	0.481	1.0	GO:0006886
negative regulation of transport (GO:0051051)	409	12	10.04	+	1.20	0.516	1.0	GO:0051051
